#sim_number, id, t_peak, amp_scale, sig_r, sig_f, new_length, offset, P, a_qpp, B, t_e, phi, sn, r, sn_red, bgd, grad_scale, t1, ?
10371 , 389569 , 150.79795 , 13.57734 , 2.05898 , 15.63612 , 225.93067 , 33.56448 , 15.06204 ,  , 6.78867 , 0.00000 , 75.31022 , 3.06485 , 4.00000 , 0.85208 , 18.16554 , quad , -1.59538 , 53.10241 
10372 , 576044 , 149.85474 , 6.20567 , 0.93572 , 15.54175 , 136.33971 , 74.61186 , 9.08931 ,  , 3.10283 , 0.00000 , 45.44657 , 3.33903 , 4.00000 , 0.87169 , 17.24909 , quad , 5.25343 , 231.56052 
10373 , 104763 , 352.84953 , 9.23392 , 1.23797 , 19.45615 , 135.37303 , 10.07243 , 9.02487 ,  , 4.61696 , 0.00000 , 45.12434 , 0.83317 , 4.00000 , 0.88626 , 16.18733 , quad , -7.74530 , 241.06865 
10374 , 261008 , 203.67895 , 8.87546 , 0.78840 , 15.78851 , 280.96090 , 44.06256 , 18.73073 ,  , 4.43773 , 0.00000 , 93.65363 , 4.41750 , 4.00000 , 0.87197 , 16.69824 , quad , 6.54172 , 7.08743 
10375 , 278486 , 135.15172 , 8.75940 , 0.73050 , 18.11926 , 207.04611 , 57.30121 , 13.80307 ,  , 4.37970 , 0.00000 , 69.01537 , 3.49922 , 4.00000 , 0.86867 , 16.20466 , quad , -5.26823 , 399.94906 
10376 , 536182 , 119.59822 , 10.73131 , 0.35909 , 16.56002 , 298.09676 , 67.46724 , 19.87312 ,  , 5.36565 , 0.00000 , 99.36559 , 3.67958 , 4.00000 , 0.84284 , 17.48355 , quad , 7.53645 , 316.06456 
10377 , 978566 , 365.13498 , 11.39126 , 0.37184 , 14.89148 , 122.66452 , 50.42868 , 8.17763 ,  , 5.69563 , 0.00000 , 40.88817 , 0.11889 , 4.00000 , 0.83350 , 16.42783 , quad , -7.42013 , 169.33514 
10378 , 396449 , 132.03723 , 9.52460 , 0.13304 , 19.91816 , 286.68411 , 51.49570 , 19.11227 ,  , 4.76230 , 0.00000 , 95.56137 , 4.12258 , 4.00000 , 0.95323 , 16.89723 , quad , 9.43875 , 442.64040 
10379 , 176173 , 143.14216 , 13.06817 , 1.98572 , 9.50740 , 263.15217 , 4.56960 , 17.54348 ,  , 6.53408 , 0.00000 , 87.71739 , 0.80517 , 4.00000 , 0.96887 , 17.79449 , quad , 11.00560 , 8.99408 
10380 , 797625 , 129.44154 , 12.83676 , 2.92322 , 8.12876 , 154.67252 , 93.38013 , 10.31150 ,  , 6.41838 , 0.00000 , 51.55751 , 5.64875 , 5.00000 , 0.98751 , 17.71318 , quad , -11.25395 , 384.34867 
10381 , 891604 , 258.03965 , 12.94946 , 0.59804 , 12.64666 , 130.45460 , 85.34870 , 8.69697 ,  , 6.47473 , 0.00000 , 43.48487 , 2.43869 , 5.00000 , 0.83403 , 16.12304 , quad , -1.56172 , 475.59786 
10382 , 323825 , 316.96456 , 9.38690 , 1.23974 , 6.72050 , 182.78928 , 49.95543 , 12.18595 ,  , 4.69345 , 0.00000 , 60.92976 , 2.40532 , 5.00000 , 0.81677 , 16.43280 , quad , -2.73108 , 192.36950 
10383 , 837535 , 114.33611 , 13.33295 , 2.45451 , 12.91788 , 243.35357 , 14.54981 , 16.22357 ,  , 6.66647 , 0.00000 , 81.11786 , 4.28092 , 5.00000 , 0.88132 , 15.96553 , quad , 11.01678 , 154.65624 
10384 , 791154 , 173.78626 , 12.79736 , 2.31587 , 19.94857 , 293.24509 , 65.78074 , 19.54967 ,  , 6.39868 , 0.00000 , 97.74836 , 0.85656 , 5.00000 , 0.96694 , 14.33980 , quad , -0.99311 , 179.94657 
10385 , 99798 , 165.64774 , 8.46412 , 1.83080 , 11.41958 , 189.95865 , 42.30893 , 12.66391 ,  , 4.23206 , 0.00000 , 63.31955 , 4.93093 , 5.00000 , 0.89983 , 17.50359 , quad , 1.30617 , 401.52796 
10386 , 841099 , 174.60472 , 8.10465 , 2.24649 , 6.95022 , 185.07277 , 44.22907 , 12.33818 ,  , 4.05232 , 0.00000 , 61.69092 , 1.09052 , 5.00000 , 0.93856 , 15.83806 , quad , 1.49647 , 87.18259 
10387 , 829443 , 82.87868 , 12.09500 , 1.50696 , 13.45239 , 154.64700 , 35.17776 , 10.30980 ,  , 6.04750 , 0.00000 , 51.54900 , 0.02029 , 5.00000 , 0.95385 , 18.56185 , quad , 5.01330 , 82.05336 
10388 , 621741 , 80.79680 , 8.04296 , 2.93467 , 6.85939 , 126.61329 , 99.33135 , 8.44089 ,  , 4.02148 , 0.00000 , 42.20443 , 1.53172 , 5.00000 , 0.98254 , 17.26496 , quad , 1.03955 , 170.09561 
10389 , 359535 , 104.82476 , 10.16991 , 2.36257 , 8.97896 , 223.23402 , 12.43647 , 14.88227 ,  , 5.08496 , 0.00000 , 74.41134 , 3.90090 , 5.00000 , 0.87133 , 16.86655 , quad , -0.70960 , 148.07021 
10390 , 947329 , 181.78331 , 8.87411 , 0.16943 , 7.29918 , 278.67055 , 98.37858 , 18.57804 ,  , 4.43705 , 0.00000 , 92.89018 , 4.81879 , 5.00000 , 0.91750 , 18.27052 , quad , 4.25976 , 136.66830 
10391 , 666588 , 232.56096 , 14.57605 , 2.82266 , 11.12359 , 241.50024 , 0.92893 , 16.10002 ,  , 7.28802 , 0.00000 , 80.50008 , 1.39084 , 5.00000 , 0.88810 , 17.50073 , quad , -6.59232 , 390.02863 
10392 , 819431 , 228.85077 , 8.78920 , 2.22938 , 5.12022 , 218.95199 , 57.72253 , 14.59680 ,  , 4.39460 , 0.00000 , 72.98400 , 1.97158 , 5.00000 , 0.98281 , 16.76800 , quad , 1.68875 , 283.82711 
10393 , 580044 , 121.24078 , 9.58492 , 0.70745 , 16.98924 , 199.27855 , 45.37279 , 13.28524 ,  , 4.79246 , 0.00000 , 66.42618 , 0.72992 , 5.00000 , 0.83545 , 16.59055 , quad , -2.25552 , 55.56538 
10394 , 979937 , 110.90892 , 13.33766 , 1.69125 , 11.90084 , 188.22876 , 17.51453 , 12.54858 ,  , 6.66883 , 0.00000 , 62.74292 , 2.83244 , 5.00000 , 0.92562 , 16.72876 , quad , 3.72791 , 226.19751 
10395 , 168992 , 187.32468 , 10.79923 , 0.35864 , 7.29471 , 197.73669 , 82.42511 , 13.18245 ,  , 5.39961 , 0.00000 , 65.91223 , 3.26327 , 5.00000 , 0.93920 , 17.32966 , quad , 3.30229 , 343.33925 
10396 , 537008 , 302.48020 , 7.32414 , 0.97116 , 6.74135 , 153.97539 , 56.82455 , 10.26503 ,  , 3.66207 , 0.00000 , 51.32513 , 3.32467 , 5.00000 , 0.98942 , 15.85590 , quad , 1.12796 , 175.51685 
10397 , 502584 , 230.60782 , 9.19904 , 0.32504 , 16.59356 , 174.96303 , 86.77804 , 11.66420 ,  , 4.59952 , 0.00000 , 58.32101 , 1.09150 , 5.00000 , 0.85893 , 18.77533 , quad , -4.40635 , 169.76206 
10398 , 560087 , 288.91803 , 10.51947 , 2.04139 , 15.25602 , 143.10491 , 29.22952 , 9.54033 ,  , 5.25973 , 0.00000 , 47.70164 , 5.84681 , 5.00000 , 0.96607 , 18.48759 , quad , 5.82960 , 412.22790 
10399 , 41143 , 212.83456 , 12.99733 , 0.60599 , 6.18145 , 261.57277 , 14.43191 , 17.43818 ,  , 6.49866 , 0.00000 , 87.19092 , 0.15817 , 5.00000 , 0.89938 , 16.93896 , quad , -10.82421 , 490.60058 
10400 , 379412 , 119.41902 , 12.49595 , 0.12175 , 16.69982 , 284.08208 , 15.63356 , 18.93881 ,  , 3.74878 , 0.00000 , 94.69403 , 0.24751 , 1.00000 , 0.96347 , 17.13562 , quad , 8.24511 , 311.15727 
10401 , 809372 , 156.48373 , 6.25513 , 0.56307 , 13.83992 , 193.94440 , 19.12432 , 12.92963 ,  , 1.87654 , 0.00000 , 64.64813 , 5.96697 , 1.00000 , 0.95259 , 16.04995 , quad , -2.23238 , 284.70709 
10402 , 337299 , 236.13868 , 5.82763 , 1.43418 , 6.76005 , 133.41853 , 21.97804 , 8.89457 ,  , 1.74829 , 0.00000 , 44.47284 , 2.87125 , 1.00000 , 0.90292 , 17.08774 , quad , 0.09508 , 77.33709 
10403 , 862445 , 157.17184 , 11.55711 , 1.70715 , 9.48209 , 190.44238 , 3.08013 , 12.69616 ,  , 3.46713 , 0.00000 , 63.48079 , 2.86561 , 1.00000 , 0.98854 , 17.27311 , quad , -9.96068 , 406.81980 
10404 , 913126 , 86.54258 , 10.46348 , 2.55754 , 14.98451 , 167.16290 , 44.69644 , 11.14419 ,  , 3.13905 , 0.00000 , 55.72097 , 2.92987 , 1.00000 , 0.94851 , 16.10960 , quad , 4.73017 , 115.15330 
10405 , 576434 , 261.17348 , 9.15704 , 0.24629 , 14.47298 , 229.36612 , 4.68324 , 15.29107 ,  , 2.74711 , 0.00000 , 76.45537 , 0.32366 , 1.00000 , 0.82100 , 18.76862 , quad , 2.44703 , 435.26081 
10406 , 57917 , 87.86233 , 10.98448 , 2.56414 , 8.67871 , 218.19801 , 78.01988 , 14.54653 ,  , 3.29534 , 0.00000 , 72.73267 , 3.21486 , 1.00000 , 0.91320 , 17.21218 , quad , 7.67019 , 116.69036 
10407 , 829607 , 152.86424 , 10.74822 , 1.31563 , 5.59131 , 152.18731 , 18.91611 , 10.14582 ,  , 3.22447 , 0.00000 , 50.72910 , 3.18900 , 1.00000 , 0.86874 , 16.95556 , quad , 4.99920 , 240.00500 
10408 , 578735 , 156.95007 , 6.85603 , 0.58245 , 14.26479 , 159.52751 , 83.62984 , 10.63517 ,  , 2.05681 , 0.00000 , 53.17584 , 5.79535 , 1.00000 , 0.96413 , 17.46084 , quad , 4.80567 , 38.66294 
10409 , 894496 , 84.33578 , 7.21489 , 1.41504 , 8.05428 , 237.21695 , 40.79478 , 15.81446 ,  , 2.16447 , 0.00000 , 79.07232 , 2.79339 , 1.00000 , 0.91068 , 15.96284 , quad , 1.88761 , 106.98222 
10410 , 478460 , 180.73475 , 12.11960 , 0.32169 , 14.43852 , 135.32178 , 52.55690 , 9.02145 ,  , 3.63588 , 0.00000 , 45.10726 , 2.08341 , 1.00000 , 0.96389 , 16.36279 , quad , 9.87194 , 380.58496 
10411 , 541713 , 328.87669 , 6.27812 , 2.84994 , 14.45185 , 154.84227 , 75.61616 , 10.32282 ,  , 1.88344 , 0.00000 , 51.61409 , 0.14130 , 1.00000 , 0.97379 , 16.41076 , quad , 5.69369 , 97.31740 
10412 , 523211 , 144.10300 , 10.29211 , 0.16146 , 14.80532 , 288.26463 , 58.74457 , 19.21764 ,  , 3.08763 , 0.00000 , 96.08821 , 2.40510 , 1.00000 , 0.97205 , 18.88836 , quad , -1.13138 , 117.47322 
10413 , 992209 , 138.95376 , 11.36158 , 2.55888 , 11.47223 , 123.77651 , 51.67198 , 8.25177 ,  , 3.40847 , 0.00000 , 41.25884 , 4.73850 , 1.00000 , 0.95925 , 16.24285 , quad , 9.58233 , 270.35010 
10414 , 198768 , 137.92380 , 8.06844 , 2.13428 , 14.77278 , 183.53882 , 33.18891 , 12.23592 ,  , 2.42053 , 0.00000 , 61.17961 , 3.30975 , 1.00000 , 0.82600 , 16.94412 , quad , 6.48322 , 326.98710 
10415 , 40611 , 207.21139 , 9.23605 , 1.69174 , 8.91507 , 280.03089 , 52.71516 , 18.66873 ,  , 2.77082 , 0.00000 , 93.34363 , 0.13745 , 1.00000 , 0.97915 , 14.75849 , quad , -5.35304 , 197.96412 
10416 , 447804 , 192.22095 , 9.13344 , 1.27925 , 9.87127 , 263.28788 , 97.26696 , 17.55253 ,  , 2.74003 , 0.00000 , 87.76263 , 0.79004 , 1.00000 , 0.95064 , 18.16319 , quad , 4.50871 , 103.57642 
10417 , 3778 , 219.25642 , 12.25956 , 2.90398 , 6.62300 , 203.41768 , 79.28943 , 13.56118 ,  , 3.67787 , 0.00000 , 67.80589 , 4.37204 , 1.00000 , 0.98582 , 17.18256 , quad , 7.86250 , 443.92773 
10418 , 270550 , 137.10916 , 8.36166 , 2.97285 , 12.36993 , 282.75225 , 85.07464 , 18.85015 ,  , 2.50850 , 0.00000 , 94.25075 , 5.95437 , 1.00000 , 0.91285 , 16.93779 , quad , 1.13794 , 499.65898 
10419 , 62465 , 312.28977 , 12.70820 , 2.28330 , 13.95895 , 127.75872 , 40.79399 , 8.51725 ,  , 3.81246 , 0.00000 , 42.58624 , 1.66172 , 1.00000 , 0.90505 , 15.59399 , quad , 12.12456 , 356.68433 
10420 , 571891 , 182.68011 , 12.63622 , 0.40037 , 12.67888 , 291.82838 , 82.94796 , 19.45523 ,  , 3.79087 , 0.00000 , 97.27613 , 0.21319 , 2.00000 , 0.89349 , 17.34485 , quad , -6.98633 , 16.76197 
10421 , 199276 , 140.20943 , 9.18818 , 2.40319 , 10.80141 , 147.18443 , 65.31139 , 9.81230 ,  , 2.75646 , 0.00000 , 49.06148 , 1.27764 , 2.00000 , 0.90628 , 14.62194 , quad , -2.31496 , 39.85881 
10422 , 712310 , 227.34985 , 12.24935 , 0.79502 , 12.53021 , 263.67184 , 86.95604 , 17.57812 ,  , 3.67481 , 0.00000 , 87.89061 , 0.27168 , 2.00000 , 0.81822 , 17.62000 , quad , 5.75658 , 446.86950 
10423 , 719895 , 131.46724 , 9.65360 , 0.55198 , 19.53729 , 190.41463 , 81.51466 , 12.69431 ,  , 2.89608 , 0.00000 , 63.47154 , 4.44092 , 2.00000 , 0.95217 , 16.40138 , quad , -7.67519 , 206.90429 
10424 , 719541 , 121.36268 , 7.85041 , 0.26830 , 15.73121 , 174.20417 , 10.75024 , 11.61361 ,  , 2.35512 , 0.00000 , 58.06806 , 4.95543 , 2.00000 , 0.94771 , 16.27623 , quad , 0.16538 , 153.35351 
10425 , 705928 , 298.57715 , 12.16727 , 1.82401 , 12.80727 , 141.37598 , 64.57676 , 9.42507 ,  , 3.65018 , 0.00000 , 47.12533 , 2.13564 , 2.00000 , 0.89661 , 16.82834 , quad , -3.63675 , 282.17830 
10426 , 778866 , 218.26021 , 11.29206 , 1.12012 , 17.46209 , 206.50119 , 22.25126 , 13.76675 ,  , 3.38762 , 0.00000 , 68.83373 , 2.96303 , 2.00000 , 0.81808 , 16.20171 , quad , 10.33427 , 200.01137 
10427 , 894586 , 281.20951 , 10.34209 , 1.06614 , 19.93778 , 170.33315 , 84.72827 , 11.35554 ,  , 3.10263 , 0.00000 , 56.77772 , 5.80459 , 2.00000 , 0.84047 , 20.03808 , quad , 8.74058 , 61.34188 
10428 , 827850 , 206.11475 , 10.27847 , 0.60702 , 15.17229 , 144.51505 , 3.64620 , 9.63434 ,  , 3.08354 , 0.00000 , 48.17168 , 1.71123 , 2.00000 , 0.97544 , 16.94838 , quad , 3.76225 , 378.68622 
10429 , 735224 , 222.85423 , 10.40251 , 2.72707 , 14.52227 , 115.56836 , 88.81791 , 7.70456 ,  , 3.12075 , 0.00000 , 38.52279 , 2.27663 , 2.00000 , 0.82656 , 17.81939 , quad , 4.76419 , 337.82246 
10430 , 690335 , 257.19086 , 8.69907 , 2.60843 , 6.69852 , 205.50049 , 11.38708 , 13.70003 ,  , 2.60972 , 0.00000 , 68.50016 , 5.54015 , 2.00000 , 0.97437 , 18.01192 , quad , 8.06733 , 61.08133 
10431 , 788330 , 138.47358 , 7.76685 , 1.38621 , 11.32287 , 298.84620 , 94.64788 , 19.92308 ,  , 2.33006 , 0.00000 , 99.61540 , 0.61135 , 2.00000 , 0.86857 , 16.78195 , quad , -7.56598 , 113.97441 
10432 , 170201 , 245.15114 , 11.41884 , 1.79841 , 9.67414 , 189.46350 , 14.89844 , 12.63090 ,  , 3.42565 , 0.00000 , 63.15450 , 4.56075 , 2.00000 , 0.86779 , 16.64167 , quad , -8.33670 , 381.10454 
10433 , 957123 , 165.27860 , 9.11755 , 1.93333 , 9.47185 , 272.48163 , 16.62230 , 18.16544 ,  , 2.73527 , 0.00000 , 90.82721 , 1.58540 , 2.00000 , 0.96224 , 17.90409 , quad , 8.01620 , 319.77903 
10434 , 633459 , 135.58013 , 7.81107 , 2.02502 , 12.07666 , 279.66341 , 18.03987 , 18.64423 ,  , 2.34332 , 0.00000 , 93.22114 , 4.99417 , 2.00000 , 0.89335 , 16.29786 , quad , -0.43287 , 473.49567 
10435 , 875390 , 315.26195 , 8.48734 , 0.65129 , 6.47431 , 163.27970 , 88.46073 , 10.88531 ,  , 2.54620 , 0.00000 , 54.42657 , 3.69993 , 2.00000 , 0.81352 , 16.34689 , quad , 5.96835 , 373.70714 
10436 , 642495 , 82.53958 , 9.17380 , 0.20793 , 14.86029 , 137.69314 , 36.09470 , 9.17954 ,  , 2.75214 , 0.00000 , 45.89771 , 2.34155 , 2.00000 , 0.91640 , 16.82614 , quad , -0.60351 , 204.27777 
10437 , 786903 , 188.23381 , 13.53266 , 2.18353 , 8.38468 , 220.85732 , 35.27733 , 14.72382 ,  , 4.05980 , 0.00000 , 73.61911 , 2.89619 , 2.00000 , 0.91765 , 17.80314 , quad , 13.34458 , 237.73713 
10438 , 783190 , 154.22082 , 10.71483 , 2.15880 , 11.35481 , 127.33753 , 38.20292 , 8.48917 ,  , 3.21445 , 0.00000 , 42.44584 , 1.13345 , 2.00000 , 0.98175 , 17.60046 , quad , -5.86552 , 132.43929 
10439 , 759350 , 173.78052 , 7.54580 , 1.90658 , 7.18432 , 210.29038 , 24.99415 , 14.01936 ,  , 2.26374 , 0.00000 , 70.09679 , 4.52321 , 2.00000 , 0.91274 , 17.55911 , quad , 4.39727 , 163.55832 
10440 , 659955 , 140.74981 , 8.58252 , 1.06438 , 8.37104 , 266.39954 , 89.25753 , 17.75997 ,  , 2.57476 , 0.00000 , 88.79985 , 1.58189 , 3.00000 , 0.83193 , 17.08750 , quad , 6.68031 , 236.80240 
10441 , 318024 , 66.29453 , 7.87106 , 1.93100 , 7.27676 , 108.07327 , 65.43409 , 7.20488 ,  , 2.36132 , 0.00000 , 36.02442 , 5.28860 , 3.00000 , 0.82380 , 17.46223 , quad , -7.47443 , 276.94660 
10442 , 854711 , 262.90147 , 9.98134 , 0.61985 , 19.51811 , 217.47232 , 70.77741 , 14.49815 ,  , 2.99440 , 0.00000 , 72.49077 , 5.60089 , 3.00000 , 0.92412 , 18.45917 , quad , -3.12226 , 245.86535 
10443 , 744417 , 226.19648 , 11.17797 , 1.17269 , 10.64009 , 266.83186 , 95.41587 , 17.78879 ,  , 3.35339 , 0.00000 , 88.94395 , 5.89471 , 3.00000 , 0.86249 , 16.53325 , quad , -1.55340 , 130.13494 
10444 , 762556 , 68.46762 , 9.89673 , 2.67142 , 11.71764 , 132.37360 , 32.35346 , 8.82491 ,  , 2.96902 , 0.00000 , 44.12453 , 1.48163 , 3.00000 , 0.81670 , 18.50768 , quad , -3.38169 , 93.39159 
10445 , 702726 , 166.54675 , 6.61240 , 2.76809 , 7.15783 , 281.81882 , 33.02718 , 18.78792 ,  , 1.98372 , 0.00000 , 93.93961 , 2.56640 , 3.00000 , 0.89345 , 19.53358 , quad , -2.16965 , 29.39974 
10446 , 140791 , 293.36352 , 8.27531 , 1.56275 , 10.91041 , 107.85316 , 12.41170 , 7.19021 ,  , 2.48259 , 0.00000 , 35.95105 , 4.39040 , 3.00000 , 0.92965 , 15.52301 , quad , -0.98001 , 96.88958 
10447 , 279486 , 213.48768 , 8.13711 , 2.60464 , 8.74931 , 181.00424 , 90.13843 , 12.06695 ,  , 2.44113 , 0.00000 , 60.33475 , 5.31080 , 3.00000 , 0.86225 , 17.92737 , quad , 3.81568 , 216.93739 
10448 , 864098 , 199.25161 , 7.59659 , 1.84966 , 18.40217 , 106.10651 , 24.46026 , 7.07377 ,  , 2.27898 , 0.00000 , 35.36884 , 2.33142 , 3.00000 , 0.83317 , 16.99178 , quad , 6.72193 , 89.44632 
10449 , 197816 , 258.48115 , 13.04261 , 1.26504 , 8.98117 , 198.30430 , 27.18704 , 13.22029 ,  , 3.91278 , 0.00000 , 66.10143 , 5.33612 , 3.00000 , 0.83896 , 17.11155 , quad , 12.71670 , 337.41791 
10450 , 884691 , 184.04373 , 7.34326 , 1.61500 , 9.05834 , 232.24817 , 58.53934 , 15.48321 ,  , 2.20298 , 0.00000 , 77.41606 , 1.52701 , 3.00000 , 0.87045 , 17.20974 , quad , 1.41380 , 487.36539 
10451 , 173735 , 154.70607 , 11.22660 , 0.11493 , 11.85852 , 104.06331 , 51.54763 , 6.93755 ,  , 3.36798 , 0.00000 , 34.68777 , 4.48283 , 3.00000 , 0.88229 , 14.59081 , quad , -3.37004 , 447.84096 
10452 , 510770 , 196.39017 , 11.39493 , 2.75394 , 7.16000 , 292.54980 , 48.18250 , 19.50332 ,  , 3.41848 , 0.00000 , 97.51660 , 2.68472 , 3.00000 , 0.98868 , 16.99062 , quad , -2.88764 , 380.99435 
10453 , 142118 , 207.54823 , 11.49364 , 0.70279 , 7.68245 , 274.83799 , 94.04058 , 18.32253 ,  , 3.44809 , 0.00000 , 91.61266 , 1.82046 , 3.00000 , 0.91480 , 17.30701 , quad , 2.38751 , 440.11651 
10454 , 615980 , 279.44743 , 10.63905 , 0.24652 , 12.02321 , 183.31292 , 41.44199 , 12.22086 ,  , 3.19172 , 0.00000 , 61.10431 , 5.44364 , 3.00000 , 0.81616 , 17.08601 , quad , 0.92500 , 208.23386 
10455 , 274004 , 58.11445 , 10.14692 , 2.36821 , 14.43126 , 104.80549 , 28.15705 , 6.98703 ,  , 3.04408 , 0.00000 , 34.93516 , 3.01937 , 3.00000 , 0.91489 , 17.07813 , quad , -1.29577 , 277.60562 
10456 , 649102 , 267.48226 , 12.00021 , 0.90006 , 9.40578 , 150.76047 , 4.95478 , 10.05070 ,  , 3.60006 , 0.00000 , 50.25349 , 2.79893 , 3.00000 , 0.97296 , 17.68451 , quad , -1.47955 , 338.88696 
10457 , 872534 , 200.72254 , 10.74677 , 2.24179 , 15.06948 , 275.18389 , 10.74961 , 18.34559 ,  , 3.22403 , 0.00000 , 91.72796 , 3.05507 , 3.00000 , 0.92668 , 17.25347 , quad , -3.15541 , 135.73364 
10458 , 468726 , 151.75609 , 7.67482 , 2.50045 , 10.84981 , 185.16133 , 90.39253 , 12.34409 ,  , 2.30245 , 0.00000 , 61.72044 , 4.37158 , 3.00000 , 0.82970 , 18.34592 , quad , -3.23825 , 439.06425 
10459 , 357090 , 160.17145 , 13.42106 , 1.57572 , 10.59196 , 250.51029 , 51.03657 , 16.70069 ,  , 4.02632 , 0.00000 , 83.50343 , 6.25677 , 3.00000 , 0.98353 , 19.94514 , quad , -12.85096 , 19.00374 
10460 , 344973 , 276.05457 , 10.27736 , 0.74152 , 10.19975 , 147.31896 , 9.61791 , 9.82126 ,  , 3.08321 , 0.00000 , 49.10632 , 0.84336 , 4.00000 , 0.88958 , 17.39676 , quad , 6.57599 , 155.52575 
10461 , 998906 , 148.79039 , 10.62490 , 2.43990 , 11.60783 , 268.99332 , 93.85830 , 17.93289 ,  , 3.18747 , 0.00000 , 89.66444 , 1.11725 , 4.00000 , 0.95708 , 18.23940 , quad , -0.57467 , 185.25299 
10462 , 712277 , 69.83300 , 7.98447 , 1.99878 , 12.49471 , 109.17954 , 94.23113 , 7.27864 ,  , 2.39534 , 0.00000 , 36.39318 , 2.16950 , 4.00000 , 0.88991 , 15.68763 , quad , 5.06742 , 59.60077 
10463 , 391712 , 139.19654 , 15.67606 , 2.03004 , 12.30553 , 215.32177 , 24.18256 , 14.35478 ,  , 4.70282 , 0.00000 , 71.77392 , 2.48088 , 4.00000 , 0.89308 , 17.03628 , quad , -12.49730 , 39.29169 
10464 , 495560 , 287.06447 , 8.59030 , 1.77412 , 17.57162 , 206.44062 , 20.03669 , 13.76271 ,  , 2.57709 , 0.00000 , 68.81354 , 1.06250 , 4.00000 , 0.95835 , 16.57951 , quad , 5.27989 , 401.76264 
10465 , 169266 , 144.98671 , 10.64097 , 0.22237 , 10.59614 , 297.36333 , 35.41489 , 19.82422 ,  , 3.19229 , 0.00000 , 99.12111 , 1.04702 , 4.00000 , 0.93169 , 17.35092 , quad , -4.45556 , 483.07398 
10466 , 227865 , 106.52385 , 11.80752 , 2.27828 , 10.32519 , 198.82594 , 32.14137 , 13.25506 ,  , 3.54226 , 0.00000 , 66.27531 , 3.43078 , 4.00000 , 0.97017 , 18.48502 , quad , -3.44936 , 25.90888 
10467 , 917141 , 308.10914 , 8.04515 , 1.43783 , 16.98656 , 136.25720 , 27.26061 , 9.08381 ,  , 2.41354 , 0.00000 , 45.41907 , 2.33398 , 4.00000 , 0.81381 , 16.69313 , quad , 7.76748 , 436.10757 
10468 , 596699 , 162.84176 , 8.70941 , 0.60474 , 10.39560 , 199.62605 , 81.72925 , 13.30840 ,  , 2.61282 , 0.00000 , 66.54202 , 3.78320 , 4.00000 , 0.85912 , 17.77634 , quad , -2.18373 , 160.13419 
10469 , 863834 , 247.04442 , 7.59831 , 0.55791 , 12.04031 , 146.62433 , 57.13215 , 9.77496 ,  , 2.27949 , 0.00000 , 48.87478 , 4.24012 , 4.00000 , 0.96268 , 15.59581 , quad , -1.87583 , 46.78419 
10470 , 1983 , 99.93117 , 5.86460 , 0.43336 , 6.07504 , 210.27653 , 91.83305 , 14.01844 ,  , 1.75938 , 0.00000 , 70.09218 , 2.37312 , 4.00000 , 0.83458 , 17.73638 , quad , 0.32102 , 137.27344 
10471 , 240790 , 189.84437 , 10.25969 , 1.99110 , 17.02100 , 286.07593 , 87.60366 , 19.07173 ,  , 3.07791 , 0.00000 , 95.35864 , 3.58149 , 4.00000 , 0.98548 , 15.79093 , quad , -3.44687 , 212.26414 
10472 , 455534 , 86.00387 , 12.81451 , 1.17259 , 13.34762 , 238.74616 , 64.01001 , 15.91641 ,  , 3.84435 , 0.00000 , 79.58205 , 3.90357 , 4.00000 , 0.83436 , 16.88484 , quad , 10.90586 , 278.42825 
10473 , 333107 , 195.59293 , 10.36176 , 1.32897 , 8.01632 , 272.26395 , 82.69810 , 18.15093 ,  , 3.10853 , 0.00000 , 90.75465 , 1.54555 , 4.00000 , 0.89763 , 17.13510 , quad , -5.42523 , 320.92156 
10474 , 930993 , 134.61969 , 14.40661 , 0.69836 , 17.12814 , 186.18298 , 26.88416 , 12.41220 ,  , 4.32198 , 0.00000 , 62.06099 , 6.03961 , 4.00000 , 0.95438 , 17.82741 , quad , -10.13336 , 362.66593 
10475 , 120783 , 76.66510 , 10.05492 , 0.78019 , 15.19602 , 128.09928 , 34.83657 , 8.53995 ,  , 3.01648 , 0.00000 , 42.69976 , 4.06400 , 4.00000 , 0.92741 , 17.32403 , quad , -6.42881 , 167.28690 
10476 , 651665 , 191.25590 , 10.52823 , 2.85022 , 5.66170 , 200.97928 , 81.06541 , 13.39862 ,  , 3.15847 , 0.00000 , 66.99309 , 2.22190 , 4.00000 , 0.86483 , 17.24143 , quad , -1.09981 , 424.21187 
10477 , 930027 , 270.51530 , 9.41874 , 2.71657 , 10.42981 , 213.56916 , 19.83046 , 14.23794 ,  , 2.82562 , 0.00000 , 71.18972 , 4.43147 , 4.00000 , 0.87339 , 17.98394 , quad , 8.18360 , 341.48519 
10478 , 951821 , 162.08751 , 8.95640 , 1.72696 , 12.17372 , 252.12395 , 21.25943 , 16.80826 ,  , 2.68692 , 0.00000 , 84.04132 , 1.83191 , 4.00000 , 0.82418 , 17.23146 , quad , -0.89615 , 323.15259 
10479 , 6939 , 206.27788 , 8.74376 , 0.56878 , 11.34435 , 117.97659 , 15.40359 , 7.86511 ,  , 2.62313 , 0.00000 , 39.32553 , 2.41855 , 4.00000 , 0.96838 , 17.32057 , quad , 6.36756 , 123.67788 
