#sim_number, id, t_peak, amp_scale, sig_r, sig_f, new_length, offset, P, a_qpp, B, t_e, phi, sn, r, sn_red, bgd, grad_scale, t1, ?
9106 , 549835 , 329.39560 , 11.99387 , 1.29059 , 7.16813 , 143.73979 , 16.26044 , 9.58265 ,  , 5.99694 , 0.00000 , 9.58265 , 3.70637 , 1.00000 , 0.85317 , 17.14334 , quad , 5.94819 , 298.70439 
9107 , 551761 , 96.98866 , 12.03046 , 1.26728 , 7.60176 , 221.83592 , 4.13665 , 14.78906 ,  , 6.01523 , 0.00000 , 14.78906 , 0.18969 , 1.00000 , 0.94443 , 17.34574 , quad , 4.68535 , 497.96852 
9108 , 890788 , 116.28551 , 9.08620 , 1.32252 , 9.35048 , 131.35861 , 21.22120 , 8.75724 ,  , 4.54310 , 0.00000 , 8.75724 , 0.21040 , 1.00000 , 0.82962 , 17.30221 , quad , 8.62695 , 154.16716 
9109 , 263239 , 371.32186 , 9.15500 , 0.54343 , 13.18870 , 118.17209 , 98.44309 , 7.87814 ,  , 4.57750 , 0.00000 , 7.87814 , 5.11554 , 1.00000 , 0.89571 , 17.91638 , quad , 7.21148 , 493.98936 
9110 , 135089 , 306.23172 , 11.12437 , 0.82972 , 15.89885 , 178.53971 , 38.12049 , 11.90265 ,  , 5.56218 , 0.00000 , 11.90265 , 0.17238 , 1.00000 , 0.82120 , 16.32940 , quad , 2.12923 , 9.04518 
9111 , 953071 , 172.77901 , 10.18223 , 0.48556 , 13.50093 , 137.80989 , 76.39336 , 9.18733 ,  , 5.09111 , 0.00000 , 9.18733 , 3.10359 , 1.00000 , 0.88827 , 17.35430 , quad , -4.32712 , 118.31957 
9112 , 639410 , 77.09730 , 6.03634 , 2.59071 , 9.16222 , 196.65335 , 79.30464 , 13.11022 ,  , 3.01817 , 0.00000 , 13.11022 , 4.72941 , 1.00000 , 0.91758 , 15.85377 , quad , 1.11786 , 96.09606 
9113 , 818151 , 89.41627 , 10.02350 , 2.47607 , 10.25260 , 228.50872 , 29.04684 , 15.23391 ,  , 5.01175 , 0.00000 , 15.23391 , 2.16060 , 1.00000 , 0.86737 , 17.84361 , quad , 8.76676 , 415.33965 
9114 , 857035 , 149.30466 , 10.96532 , 1.15463 , 8.41703 , 230.22986 , 37.20785 , 15.34866 ,  , 5.48266 , 0.00000 , 15.34866 , 2.08812 , 1.00000 , 0.85799 , 14.50666 , quad , -1.50438 , 1.10812 
9115 , 342162 , 289.53137 , 8.92289 , 1.06638 , 13.61490 , 197.10403 , 17.57822 , 13.14027 ,  , 4.46145 , 0.00000 , 13.14027 , 6.19293 , 1.00000 , 0.95766 , 16.61329 , quad , -2.23138 , 478.02964 
9116 , 687723 , 110.97866 , 10.53562 , 0.19062 , 7.42165 , 223.17670 , 60.62814 , 14.87845 ,  , 5.26781 , 0.00000 , 14.87845 , 2.04305 , 1.00000 , 0.88505 , 15.10453 , quad , -10.20297 , 325.28196 
9117 , 131981 , 159.01170 , 7.32351 , 1.07632 , 17.25551 , 257.79187 , 13.85291 , 17.18612 ,  , 3.66176 , 0.00000 , 17.18612 , 2.04544 , 1.00000 , 0.82923 , 18.86235 , quad , 6.88563 , 36.21833 
9118 , 666910 , 114.04679 , 10.61663 , 1.93139 , 18.92572 , 114.63183 , 40.04271 , 7.64212 ,  , 5.30831 , 0.00000 , 7.64212 , 5.53337 , 1.00000 , 0.85880 , 16.92608 , quad , -10.56789 , 9.40506 
9119 , 590122 , 240.66434 , 7.76420 , 0.80774 , 12.84543 , 187.05207 , 47.51332 , 12.47014 ,  , 3.88210 , 0.00000 , 12.47014 , 3.56359 , 1.00000 , 0.88093 , 16.34449 , quad , -4.89745 , 60.70866 
9120 , 145765 , 142.28534 , 9.12873 , 2.26756 , 12.99534 , 126.51216 , 95.13032 , 8.43414 ,  , 4.56436 , 0.00000 , 8.43414 , 6.26757 , 2.00000 , 0.83375 , 17.31977 , quad , 2.35533 , 265.09046 
9121 , 490972 , 125.28067 , 10.83980 , 1.69760 , 19.13005 , 278.70456 , 31.67962 , 18.58030 ,  , 5.41990 , 0.00000 , 18.58030 , 4.72345 , 2.00000 , 0.85977 , 17.07930 , quad , 0.79717 , 330.07753 
9122 , 366309 , 271.04091 , 10.84640 , 2.45116 , 11.47295 , 101.04362 , 52.10743 , 6.73624 ,  , 5.42320 , 0.00000 , 6.73624 , 3.58606 , 2.00000 , 0.94453 , 15.38796 , quad , -8.90080 , 91.22959 
9123 , 740678 , 280.55752 , 11.03696 , 2.21588 , 12.08666 , 143.73096 , 57.48225 , 9.58206 ,  , 5.51848 , 0.00000 , 9.58206 , 0.54518 , 2.00000 , 0.83848 , 16.88963 , quad , -7.41485 , 271.31688 
9124 , 570373 , 232.73483 , 8.28487 , 2.00820 , 7.54445 , 165.66014 , 17.81674 , 11.04401 ,  , 4.14243 , 0.00000 , 11.04401 , 1.82020 , 2.00000 , 0.88770 , 17.11602 , quad , -7.97109 , 244.70382 
9125 , 30315 , 52.73932 , 10.59403 , 1.41317 , 14.88353 , 110.71653 , 38.94810 , 7.38110 ,  , 5.29701 , 0.00000 , 7.38110 , 5.43768 , 2.00000 , 0.88423 , 18.78393 , quad , 7.08740 , 81.10339 
9126 , 804537 , 229.83147 , 11.43718 , 1.29003 , 15.76102 , 167.47936 , 38.43850 , 11.16529 ,  , 5.71859 , 0.00000 , 11.16529 , 1.61259 , 2.00000 , 0.91862 , 17.25671 , quad , 0.80669 , 75.41165 
9127 , 791750 , 164.54467 , 9.54885 , 1.77837 , 12.81548 , 284.23334 , 86.60246 , 18.94889 ,  , 4.77443 , 0.00000 , 18.94889 , 5.48125 , 2.00000 , 0.96438 , 16.04939 , quad , -7.12094 , 432.89888 
9128 , 703565 , 206.48548 , 9.66709 , 2.70203 , 7.93903 , 214.30234 , 49.46879 , 14.28682 ,  , 4.83354 , 0.00000 , 14.28682 , 3.69544 , 2.00000 , 0.88129 , 17.39012 , quad , -4.39911 , 188.58260 
9129 , 681497 , 307.29667 , 9.82294 , 0.24529 , 7.21820 , 160.93802 , 92.38088 , 10.72920 ,  , 4.91147 , 0.00000 , 10.72920 , 3.68873 , 2.00000 , 0.87394 , 15.63225 , quad , -4.50106 , 116.07727 
9130 , 816844 , 146.23746 , 9.35095 , 1.97837 , 7.76360 , 269.08715 , 85.66073 , 17.93914 ,  , 4.67548 , 0.00000 , 17.93914 , 5.64149 , 2.00000 , 0.98620 , 16.15163 , quad , -3.67077 , 423.05116 
9131 , 415584 , 132.12937 , 11.60581 , 2.75837 , 18.82156 , 196.69712 , 4.09734 , 13.11314 ,  , 5.80291 , 0.00000 , 13.11314 , 1.85526 , 2.00000 , 0.91558 , 19.18149 , quad , -10.05770 , 384.25516 
9132 , 889667 , 352.50111 , 12.28621 , 1.18665 , 9.86384 , 115.17901 , 38.77482 , 7.67860 ,  , 6.14310 , 0.00000 , 7.67860 , 3.88148 , 2.00000 , 0.96291 , 16.82553 , quad , -1.43943 , 355.54123 
9133 , 621657 , 194.94433 , 10.37574 , 1.94161 , 18.78897 , 296.90138 , 90.14606 , 19.79343 ,  , 5.18787 , 0.00000 , 19.79343 , 5.40988 , 2.00000 , 0.81259 , 17.85588 , quad , 9.86079 , 209.29702 
9134 , 506531 , 166.94858 , 9.83809 , 2.55408 , 9.02776 , 292.49295 , 51.74001 , 19.49953 ,  , 4.91904 , 0.00000 , 19.49953 , 0.70655 , 2.00000 , 0.92589 , 16.95131 , quad , -7.81011 , 192.35624 
9135 , 612457 , 305.33146 , 10.57926 , 1.81233 , 12.59768 , 146.08969 , 93.68191 , 9.73931 ,  , 5.28963 , 0.00000 , 9.73931 , 1.52149 , 2.00000 , 0.89868 , 18.72383 , quad , -5.44187 , 362.08913 
9136 , 392249 , 185.30463 , 10.44776 , 0.23196 , 18.98918 , 139.21386 , 93.69226 , 9.28092 ,  , 5.22388 , 0.00000 , 9.28092 , 2.31503 , 2.00000 , 0.97009 , 16.20805 , quad , -1.29495 , 56.20345 
9137 , 972803 , 320.17367 , 12.37353 , 0.25395 , 15.11769 , 136.78890 , 90.67849 , 9.11926 ,  , 6.18676 , 0.00000 , 9.11926 , 2.35260 , 2.00000 , 0.82433 , 16.24412 , quad , -2.64261 , 55.65041 
9138 , 472444 , 102.88820 , 8.68846 , 2.28980 , 5.93840 , 196.62221 , 10.69424 , 13.10815 ,  , 4.34423 , 0.00000 , 13.10815 , 4.34964 , 2.00000 , 0.92987 , 17.71485 , quad , 1.10131 , 159.74220 
9139 , 305950 , 91.37732 , 12.38995 , 0.51788 , 18.65997 , 117.30412 , 23.93431 , 7.82027 ,  , 6.19497 , 0.00000 , 7.82027 , 0.99531 , 2.00000 , 0.92483 , 17.57243 , quad , 0.75713 , 367.37490 
9140 , 175801 , 291.17941 , 11.24103 , 2.54007 , 17.63799 , 182.80437 , 3.10068 , 12.18696 ,  , 5.62052 , 0.00000 , 12.18696 , 6.04041 , 3.00000 , 0.93620 , 16.78707 , quad , -11.08626 , 376.32603 
9141 , 846353 , 192.16627 , 4.87797 , 0.97860 , 18.21952 , 207.13852 , 23.86653 , 13.80923 ,  , 2.43898 , 0.00000 , 13.80923 , 2.73918 , 3.00000 , 0.88344 , 17.16604 , quad , 3.64822 , 488.85241 
9142 , 728230 , 115.34442 , 9.54681 , 2.41357 , 12.89326 , 117.54319 , 73.51605 , 7.83621 ,  , 4.77341 , 0.00000 , 7.83621 , 2.46492 , 3.00000 , 0.82940 , 15.43105 , quad , 6.80537 , 327.84623 
9143 , 350821 , 155.71197 , 8.68804 , 1.98206 , 10.43018 , 199.88989 , 66.90608 , 13.32599 ,  , 4.34402 , 0.00000 , 13.32599 , 5.89950 , 3.00000 , 0.92779 , 16.96528 , quad , 3.21276 , 164.74202 
9144 , 748077 , 141.15896 , 14.26853 , 1.31365 , 18.57604 , 220.77594 , 49.10365 , 14.71840 ,  , 7.13426 , 0.00000 , 14.71840 , 4.73801 , 3.00000 , 0.90540 , 16.59874 , quad , -5.06422 , 49.76741 
9145 , 488785 , 289.29694 , 7.23285 , 0.81628 , 7.62058 , 132.62864 , 27.71532 , 8.84191 ,  , 3.61642 , 0.00000 , 8.84191 , 4.03152 , 3.00000 , 0.97284 , 17.21618 , quad , -4.87885 , 475.95004 
9146 , 725548 , 162.82988 , 10.66097 , 2.77964 , 15.07399 , 252.32278 , 22.38250 , 16.82152 ,  , 5.33049 , 0.00000 , 16.82152 , 1.52023 , 3.00000 , 0.87900 , 17.56400 , quad , -8.58616 , 491.07367 
9147 , 49522 , 283.72740 , 7.56972 , 1.17826 , 11.91771 , 110.64597 , 67.30273 , 7.37640 ,  , 3.78486 , 0.00000 , 7.37640 , 5.10285 , 3.00000 , 0.81388 , 15.84888 , quad , 1.31456 , 101.48966 
9148 , 666188 , 136.99013 , 9.97982 , 1.97287 , 5.31800 , 135.19711 , 77.45476 , 9.01314 ,  , 4.98991 , 0.00000 , 9.01314 , 5.40013 , 3.00000 , 0.98811 , 17.04870 , quad , -0.82972 , 126.92693 
9149 , 607364 , 165.29818 , 12.26610 , 0.51709 , 8.27997 , 139.47388 , 73.11695 , 9.29826 ,  , 6.13305 , 0.00000 , 9.29826 , 2.66411 , 3.00000 , 0.91835 , 17.40434 , quad , -4.76104 , 286.16453 
9150 , 919139 , 160.94411 , 8.63156 , 0.76962 , 6.46065 , 245.19568 , 80.26133 , 16.34638 ,  , 4.31578 , 0.00000 , 16.34638 , 4.07596 , 3.00000 , 0.89659 , 15.76758 , quad , -7.03251 , 5.64946 
9151 , 850814 , 99.66434 , 14.39254 , 1.24511 , 11.46502 , 178.60434 , 70.20281 , 11.90696 ,  , 7.19627 , 0.00000 , 11.90696 , 2.78072 , 3.00000 , 0.84907 , 15.88013 , quad , -4.46965 , 396.37911 
9152 , 145528 , 174.10120 , 8.27844 , 2.95730 , 16.53854 , 288.67843 , 79.57622 , 19.24523 ,  , 4.13922 , 0.00000 , 19.24523 , 5.11952 , 3.00000 , 0.98803 , 17.35473 , quad , -0.08680 , 43.47104 
9153 , 168743 , 235.44516 , 10.24585 , 0.31418 , 16.57447 , 122.33900 , 74.45276 , 8.15593 ,  , 5.12292 , 0.00000 , 8.15593 , 2.19625 , 3.00000 , 0.85078 , 16.28276 , quad , 1.40456 , 104.26412 
9154 , 598865 , 324.91342 , 9.05831 , 1.73773 , 19.31683 , 122.64753 , 95.95956 , 8.17650 ,  , 4.52915 , 0.00000 , 8.17650 , 4.05430 , 3.00000 , 0.84369 , 16.89187 , quad , 2.79683 , 433.78994 
9155 , 261837 , 197.51223 , 8.45540 , 0.44544 , 11.88739 , 286.43814 , 34.12895 , 19.09588 ,  , 4.22770 , 0.00000 , 19.09588 , 6.25325 , 3.00000 , 0.92543 , 16.68031 , quad , -1.34845 , 238.65217 
9156 , 19113 , 255.37860 , 12.49251 , 1.90411 , 17.34650 , 235.90574 , 36.70697 , 15.72705 ,  , 6.24625 , 0.00000 , 15.72705 , 3.54298 , 3.00000 , 0.81610 , 17.12773 , quad , -10.28955 , 387.67758 
9157 , 497729 , 80.03999 , 13.13918 , 1.15795 , 9.82922 , 134.15848 , 52.78986 , 8.94390 ,  , 6.56959 , 0.00000 , 8.94390 , 2.51771 , 3.00000 , 0.96782 , 17.92016 , quad , 7.08963 , 494.61411 
9158 , 341277 , 218.40099 , 6.45992 , 1.85677 , 19.43050 , 254.80565 , 42.72543 , 16.98704 ,  , 3.22996 , 0.00000 , 16.98704 , 1.43917 , 3.00000 , 0.87374 , 16.52047 , quad , 3.85905 , 45.72024 
9159 , 974826 , 119.56766 , 11.77218 , 1.71217 , 15.12777 , 200.94293 , 12.33346 , 13.39620 ,  , 5.88609 , 0.00000 , 13.39620 , 5.82158 , 3.00000 , 0.94307 , 18.14606 , quad , 9.14004 , 43.22063 
9160 , 450206 , 117.55937 , 10.92693 , 2.20429 , 14.53190 , 272.87042 , 90.01983 , 18.19136 ,  , 5.46346 , 0.00000 , 18.19136 , 6.09312 , 4.00000 , 0.98062 , 17.07102 , quad , -1.28867 , 266.97490 
9161 , 125284 , 274.27953 , 11.20054 , 0.52953 , 7.42110 , 155.29266 , 62.59673 , 10.35284 ,  , 5.60027 , 0.00000 , 10.35284 , 3.11516 , 4.00000 , 0.91223 , 16.21270 , quad , 4.30067 , 218.35975 
9162 , 858693 , 229.76560 , 9.06570 , 1.67791 , 15.19803 , 220.10638 , 2.66981 , 14.67376 ,  , 4.53285 , 0.00000 , 14.67376 , 3.94420 , 4.00000 , 0.91952 , 16.31030 , quad , -6.40213 , 334.22630 
9163 , 288681 , 159.74841 , 7.40655 , 2.46906 , 7.13963 , 118.88980 , 62.58306 , 7.92599 ,  , 3.70327 , 0.00000 , 7.92599 , 1.21447 , 4.00000 , 0.87385 , 15.54151 , quad , 4.07158 , 295.67714 
9164 , 35830 , 147.61940 , 12.60319 , 2.16864 , 16.00358 , 261.75984 , 91.34098 , 17.45066 ,  , 6.30159 , 0.00000 , 17.45066 , 2.11395 , 4.00000 , 0.86624 , 16.69156 , quad , 8.46958 , 146.70819 
9165 , 840272 , 88.57352 , 8.35546 , 0.99830 , 8.46488 , 238.91730 , 22.53635 , 15.92782 ,  , 4.17773 , 0.00000 , 15.92782 , 6.07248 , 4.00000 , 0.98963 , 16.55225 , quad , -4.35021 , 112.73240 
9166 , 891094 , 255.24189 , 9.92759 , 1.85106 , 9.92711 , 123.81768 , 61.09232 , 8.25451 ,  , 4.96379 , 0.00000 , 8.25451 , 4.99908 , 4.00000 , 0.92923 , 17.64770 , quad , 4.71590 , 473.35721 
9167 , 846276 , 112.44421 , 9.66676 , 0.26140 , 8.74386 , 216.25549 , 53.82414 , 14.41703 ,  , 4.83338 , 0.00000 , 14.41703 , 0.53194 , 4.00000 , 0.84692 , 17.17100 , quad , -3.96054 , 152.93230 
9168 , 611728 , 225.62322 , 12.75147 , 2.66118 , 14.94828 , 226.57903 , 41.07754 , 15.10527 ,  , 6.37573 , 0.00000 , 15.10527 , 5.07606 , 4.00000 , 0.85427 , 16.70992 , quad , 10.15360 , 31.91435 
9169 , 808863 , 96.67778 , 12.39896 , 2.59096 , 13.26030 , 185.82017 , 9.14395 , 12.38801 ,  , 6.19948 , 0.00000 , 12.38801 , 1.67495 , 4.00000 , 0.90196 , 15.79809 , quad , 10.61478 , 362.93526 
9170 , 960352 , 241.18256 , 10.81883 , 0.81343 , 11.91462 , 160.28891 , 92.84583 , 10.68593 ,  , 5.40941 , 0.00000 , 10.68593 , 0.38747 , 4.00000 , 0.89117 , 17.16677 , quad , 2.13134 , 274.20821 
9171 , 243238 , 211.88247 , 11.43190 , 1.41612 , 6.12542 , 250.85700 , 78.39212 , 16.72380 ,  , 5.71595 , 0.00000 , 16.72380 , 6.10221 , 4.00000 , 0.86702 , 17.28556 , quad , -6.84207 , 303.52159 
9172 , 98919 , 264.65291 , 12.36081 , 0.83110 , 16.81713 , 234.00919 , 4.92951 , 15.60061 ,  , 6.18040 , 0.00000 , 15.60061 , 5.99933 , 4.00000 , 0.81289 , 15.91351 , quad , -11.19353 , 454.78957 
9173 , 67476 , 243.49480 , 10.54464 , 1.07663 , 5.62361 , 188.00615 , 92.90899 , 12.53374 ,  , 5.27232 , 0.00000 , 12.53374 , 5.45000 , 4.00000 , 0.85656 , 16.48677 , quad , -3.81368 , 185.02345 
9174 , 124864 , 159.20114 , 12.38954 , 1.87200 , 7.48111 , 200.44833 , 69.68010 , 13.36322 ,  , 6.19477 , 0.00000 , 13.36322 , 5.05663 , 4.00000 , 0.86296 , 18.28379 , quad , 3.59782 , 202.52724 
9175 , 499808 , 338.21872 , 11.93381 , 2.90948 , 18.86708 , 104.75660 , 89.32390 , 6.98377 ,  , 5.96691 , 0.00000 , 6.98377 , 4.78675 , 4.00000 , 0.98853 , 16.01740 , quad , -0.45241 , 352.96682 
9176 , 341488 , 286.37522 , 10.42659 , 1.15250 , 13.78784 , 153.39200 , 33.90925 , 10.22613 ,  , 5.21330 , 0.00000 , 10.22613 , 3.14995 , 4.00000 , 0.85024 , 16.39084 , quad , -1.98749 , 22.37215 
9177 , 152455 , 229.58663 , 8.48138 , 2.22801 , 13.73721 , 154.62953 , 71.24531 , 10.30864 ,  , 4.24069 , 0.00000 , 10.30864 , 0.46668 , 4.00000 , 0.83141 , 17.71673 , quad , -7.77299 , 496.83338 
9178 , 821925 , 192.56821 , 11.03477 , 0.79836 , 16.68161 , 287.12360 , 67.16080 , 19.14157 ,  , 5.51739 , 0.00000 , 19.14157 , 3.09346 , 4.00000 , 0.88793 , 17.33350 , quad , -1.74542 , 52.57816 
9179 , 827743 , 82.60522 , 11.23693 , 0.68215 , 11.70594 , 188.04369 , 82.54076 , 12.53625 ,  , 5.61847 , 0.00000 , 12.53625 , 5.34985 , 4.00000 , 0.87463 , 16.96839 , quad , 1.35425 , 392.81577 
9180 , 991014 , 120.72531 , 8.41807 , 1.32279 , 16.73612 , 267.62131 , 8.25804 , 17.84142 ,  , 4.20904 , 0.00000 , 17.84142 , 5.47773 , 5.00000 , 0.91393 , 15.40706 , quad , 7.39888 , 10.46458 
9181 , 175655 , 226.49287 , 7.57695 , 1.70951 , 13.58545 , 195.19460 , 77.11316 , 13.01297 ,  , 3.78848 , 0.00000 , 13.01297 , 2.18823 , 5.00000 , 0.87050 , 15.20725 , quad , -5.58741 , 89.04881 
9182 , 221967 , 82.24328 , 11.85185 , 2.59242 , 7.57621 , 225.17558 , 13.68289 , 15.01171 ,  , 5.92593 , 0.00000 , 15.01171 , 5.68172 , 5.00000 , 0.90442 , 18.12425 , quad , -7.86020 , 263.52411 
9183 , 818118 , 133.55151 , 11.31365 , 2.93531 , 11.62237 , 230.94008 , 75.00175 , 15.39601 ,  , 5.65683 , 0.00000 , 15.39601 , 4.28072 , 5.00000 , 0.87815 , 16.61934 , quad , 8.10868 , 342.58001 
9184 , 366884 , 266.65462 , 9.81353 , 2.84904 , 7.33268 , 135.67210 , 95.66157 , 9.04481 ,  , 4.90676 , 0.00000 , 9.04481 , 0.85008 , 5.00000 , 0.90007 , 17.53666 , quad , -7.33056 , 485.52034 
9185 , 861762 , 198.87152 , 8.16126 , 0.57700 , 19.20519 , 291.00693 , 85.03560 , 19.40046 ,  , 4.08063 , 0.00000 , 19.40046 , 0.58681 , 5.00000 , 0.90656 , 18.32060 , quad , -7.34278 , 124.09177 
9186 , 842388 , 170.84171 , 9.83350 , 2.67649 , 15.28636 , 208.42318 , 31.97098 , 13.89488 ,  , 4.91675 , 0.00000 , 13.89488 , 3.25607 , 5.00000 , 0.97849 , 16.25593 , quad , 8.96858 , 444.22751 
9187 , 617693 , 130.90198 , 10.48635 , 1.28587 , 16.86406 , 144.38951 , 16.16877 , 9.62597 ,  , 5.24318 , 0.00000 , 9.62597 , 4.36834 , 5.00000 , 0.83164 , 15.99333 , quad , -7.20406 , 15.65132 
9188 , 388577 , 223.78221 , 7.84181 , 2.86458 , 6.75473 , 123.98529 , 66.88587 , 8.26569 ,  , 3.92091 , 0.00000 , 8.26569 , 3.06342 , 5.00000 , 0.86903 , 18.92880 , quad , -6.03657 , 353.84562 
9189 , 242356 , 130.33303 , 10.90285 , 0.17454 , 6.12941 , 103.63216 , 23.14869 , 6.90881 ,  , 5.45142 , 0.00000 , 6.90881 , 5.67980 , 5.00000 , 0.82362 , 17.24991 , quad , -5.44866 , 93.82424 
9190 , 239066 , 88.80543 , 12.38900 , 1.08015 , 15.80213 , 181.89995 , 9.07632 , 12.12666 ,  , 6.19450 , 0.00000 , 12.12666 , 3.42344 , 5.00000 , 0.84669 , 14.31225 , quad , -1.47825 , 373.18392 
9191 , 882869 , 229.14431 , 10.70428 , 0.61739 , 8.91369 , 225.41844 , 25.73195 , 15.02790 ,  , 5.35214 , 0.00000 , 15.02790 , 2.76710 , 5.00000 , 0.96281 , 15.12576 , quad , -0.48207 , 239.64503 
9192 , 150019 , 130.81322 , 6.47087 , 0.69867 , 10.07274 , 298.93215 , 44.92578 , 19.92881 ,  , 3.23544 , 0.00000 , 19.92881 , 5.46642 , 5.00000 , 0.89342 , 17.19613 , quad , -1.44393 , 36.82953 
9193 , 612963 , 252.61966 , 8.24190 , 2.95090 , 16.64254 , 244.70711 , 14.56471 , 16.31381 ,  , 4.12095 , 0.00000 , 16.31381 , 1.60488 , 5.00000 , 0.86236 , 15.07055 , quad , -4.90690 , 68.96569 
9194 , 400306 , 303.55384 , 10.89766 , 2.62426 , 15.12481 , 137.11411 , 16.27085 , 9.14094 ,  , 5.44883 , 0.00000 , 9.14094 , 2.45897 , 5.00000 , 0.91381 , 18.05240 , quad , -3.00126 , 236.46405 
9195 , 101299 , 163.79086 , 9.34151 , 0.60909 , 8.73368 , 290.90839 , 2.02136 , 19.39389 ,  , 4.67075 , 0.00000 , 19.39389 , 4.34553 , 5.00000 , 0.92340 , 16.90505 , quad , 5.95700 , 74.40494 
9196 , 397624 , 133.91700 , 11.72877 , 1.69889 , 8.28582 , 153.38825 , 51.36326 , 10.22588 ,  , 5.86439 , 0.00000 , 10.22588 , 0.75220 , 5.00000 , 0.93589 , 16.45283 , quad , 0.28434 , 34.75733 
9197 , 954913 , 84.02532 , 7.65304 , 1.98736 , 19.15808 , 237.08653 , 19.14854 , 15.80577 ,  , 3.82652 , 0.00000 , 15.80577 , 2.41105 , 5.00000 , 0.92952 , 16.24313 , quad , -4.70532 , 169.60096 
9198 , 584136 , 143.33572 , 10.78044 , 1.65009 , 18.42757 , 282.93108 , 41.04495 , 18.86207 ,  , 5.39022 , 0.00000 , 18.86207 , 4.89027 , 5.00000 , 0.84638 , 17.94453 , quad , -6.11917 , 275.31370 
9199 , 274001 , 137.93663 , 10.87334 , 0.29181 , 13.85342 , 287.35649 , 62.53076 , 19.15710 ,  , 5.43667 , 0.00000 , 19.15710 , 4.24681 , 5.00000 , 0.88642 , 16.10287 , quad , 3.83199 , 4.31369 
9200 , 270193 , 189.64347 , 8.39347 , 1.23066 , 12.78993 , 134.43956 , 98.34797 , 8.96264 ,  , 2.51804 , 0.00000 , 8.96264 , 0.38129 , 1.00000 , 0.89446 , 17.28273 , quad , -5.49268 , 466.78682 
9201 , 367581 , 153.34723 , 7.91945 , 1.50617 , 9.93016 , 268.79098 , 33.08341 , 17.91940 ,  , 2.37584 , 0.00000 , 17.91940 , 0.64305 , 1.00000 , 0.82137 , 17.26255 , quad , 0.45181 , 402.84234 
9202 , 437818 , 136.08123 , 7.17445 , 1.24437 , 19.74337 , 137.72164 , 69.68755 , 9.18144 ,  , 2.15233 , 0.00000 , 9.18144 , 0.70497 , 1.00000 , 0.98240 , 16.94042 , quad , -5.49342 , 234.08319 
9203 , 690379 , 354.22216 , 11.82506 , 2.26223 , 6.68426 , 120.80234 , 96.74877 , 8.05349 ,  , 3.54752 , 0.00000 , 8.05349 , 1.99311 , 1.00000 , 0.90334 , 16.97422 , quad , 1.80347 , 342.97550 
9204 , 26583 , 75.34226 , 8.53202 , 2.22869 , 5.22387 , 211.36663 , 21.04964 , 14.09111 ,  , 2.55961 , 0.00000 , 14.09111 , 2.03106 , 1.00000 , 0.91597 , 15.83527 , quad , 0.32322 , 348.58872 
9205 , 369569 , 106.92169 , 12.70224 , 1.34649 , 9.50257 , 299.24385 , 69.07426 , 19.94959 ,  , 3.81067 , 0.00000 , 19.94959 , 4.80863 , 1.00000 , 0.83038 , 16.44704 , quad , -12.22470 , 91.85306 
9206 , 119449 , 193.88387 , 6.00143 , 0.14472 , 5.32033 , 172.02306 , 48.52091 , 11.46820 ,  , 1.80043 , 0.00000 , 11.46820 , 1.34657 , 1.00000 , 0.89158 , 16.33732 , quad , 3.88081 , 384.63548 
9207 , 689773 , 191.63585 , 7.40448 , 2.54750 , 7.12783 , 224.39757 , 71.60182 , 14.95984 ,  , 2.22134 , 0.00000 , 14.95984 , 5.81732 , 1.00000 , 0.92019 , 15.83317 , quad , 2.50438 , 263.84927 
9208 , 353861 , 269.84329 , 9.45664 , 1.96957 , 13.65633 , 115.80054 , 25.44384 , 7.72004 ,  , 2.83699 , 0.00000 , 7.72004 , 3.93369 , 1.00000 , 0.85293 , 16.99684 , quad , 4.57282 , 361.34953 
9209 , 156130 , 74.13615 , 10.52927 , 2.35381 , 19.14798 , 137.65101 , 92.50843 , 9.17673 ,  , 3.15878 , 0.00000 , 9.17673 , 5.43644 , 1.00000 , 0.87323 , 17.54433 , quad , -1.28155 , 483.45844 
9210 , 180874 , 239.28186 , 9.04039 , 0.72185 , 15.10217 , 254.51792 , 20.03489 , 16.96786 ,  , 2.71212 , 0.00000 , 16.96786 , 1.31294 , 1.00000 , 0.85835 , 17.91850 , quad , 7.83645 , 258.12602 
9211 , 952754 , 284.64897 , 6.88339 , 0.75622 , 17.54204 , 202.76997 , 16.22096 , 13.51800 ,  , 2.06502 , 0.00000 , 13.51800 , 3.44372 , 1.00000 , 0.91476 , 17.26874 , quad , 5.93994 , 267.96587 
9212 , 130102 , 93.52392 , 11.34373 , 1.66804 , 14.45144 , 149.21915 , 22.47952 , 9.94794 ,  , 3.40312 , 0.00000 , 9.94794 , 3.33877 , 1.00000 , 0.90148 , 16.26968 , quad , 1.26167 , 474.18693 
9213 , 144428 , 167.18493 , 8.04379 , 1.98674 , 16.40237 , 285.62172 , 45.08396 , 19.04145 ,  , 2.41314 , 0.00000 , 19.04145 , 0.61945 , 1.00000 , 0.85135 , 15.54140 , quad , -0.89737 , 396.99895 
9214 , 293066 , 181.95813 , 10.15435 , 2.22829 , 15.01726 , 272.47294 , 8.07883 , 18.16486 ,  , 3.04631 , 0.00000 , 18.16486 , 3.26095 , 1.00000 , 0.89146 , 17.58782 , quad , 5.39278 , 434.30763 
